Lat,Lon,Dep,M,Region
-6.5,130.44,13,4.0,Banda Sea 
4.85,96.11,14,2.6,Northern Sumatra  
5.43,95.6,10,2.7,Northern Sumatra  
1.93,98.99,103,3.8,Northern Sumatra  
5.26,95.53,13,2.4,Northern Sumatra  
-1.56,120.15,10,2.4,Sulawesi  
4.86,96.09,13,2.2,Northern Sumatra  
-7.78,112.33,167,3.8,Java  
-2.72,139.35,64,3.4,Near North Coast of Irian Jaya 
-8.51,116.87,22,3.1,Sumbawa Region  
0.19,96.68,18,3.8,Off West Coast of Northern Sumatra 
0.53,122.48,99,3.7,Minahassa Peninsula Sulawesi 
4.47,126.73,10,3.9,Talaud Islands  
-1.59,120.15,10,2.6,Sulawesi  
-1.56,120.15,10,2.8,Sulawesi  
4.3,126.74,10,4.0,Talaud Islands  
-3.18,140.21,10,2.5,Irian Jaya  
4.79,126.99,21,4.2,Talaud Islands  
4.32,126.72,10,4.0,Talaud Islands  
-1.57,120.14,10,3.9,Sulawesi  
-1.57,120.17,10,3.2,Sulawesi  
0.31,96.69,10,3.8,Off West Coast of Northern Sumatra 
-4.91,103.98,10,3.6,Southern Sumatra  
1.41,126.44,10,4.7,Northern Molucca Sea 
5.8,95.39,10,3.4,Northern Sumatra  
-1.57,120.15,10,3.2,Sulawesi  
-8.57,124.34,97,3.0,Timor Region 
-1.59,120.16,10,3.1,Sulawesi  
-7.34,106.58,91,2.9,Java  
-3.0,130.72,10,3.6,Seram  
-3.13,130.5,10,3.0,Seram  
-3.1,130.47,10,3.1,Seram  
-1.56,120.14,10,3.6,Sulawesi  
-1.61,120.17,10,2.7,Sulawesi  
-2.99,130.63,10,5.0,Seram  
-9.52,117.54,50,3.9,Sumbawa Region  
-9.64,113.98,10,3.9,South of Java  
-10.16,116.61,10,3.1,South of Sumbawa  
5.45,94.62,46,4.8,Northern Sumatra  
-2.44,99.57,32,5.7,Southern Sumatra  
-7.6,105.93,19,3.2,Java  
-8.41,120.7,165,2.9,Flores Region  
-3.51,119.7,10,3.8,Sulawesi  
1.83,126.37,10,3.1,Northern Molucca Sea 
-6.47,129.99,195,4.9,Banda Sea 
0.38,97.76,27,3.3,Northern Sumatra  
-2.55,127.35,10,3.8,Ceram Sea 
-6.2,103.09,52,5.0,Southwest of Sumatra  
-0.23,122.83,62,3.2,Minahassa Peninsula Sulawesi 
-1.58,120.12,10,4.4,Sulawesi  
0.33,98.6,10,4.3,Northern Sumatra  
-9.07,119.22,105,4.9,Sumba Region  
-3.61,129.69,76,3.4,Seram  
-6.53,104.08,13,3.4,Sunda Strait  
-0.28,119.75,10,2.6,Minahassa Peninsula Sulawesi 
4.93,126.35,10,4.2,Talaud Islands  
-1.15,126.99,17,3.0,Southern Molucca Sea 
-8.06,120.44,10,3.4,Flores Region  
-8.07,120.42,10,3.7,Flores Region  
1.71,127.24,22,4.0,Halmahera  
-2.39,128.7,26,3.1,Ceram Sea 
-0.26,123.02,55,3.6,Minahassa Peninsula Sulawesi 
-7.47,106.79,37,2.8,Java  
0.66,98.5,13,3.1,Northern Sumatra  
-8.06,120.39,10,2.7,Flores Region  
-8.1,120.41,10,3.8,Flores Region  
-8.08,120.42,10,3.0,Flores Region  
-1.55,120.15,10,3.5,Sulawesi  
-8.14,120.47,10,3.6,Flores Region  
5.28,95.77,10,2.8,Northern Sumatra  
-3.45,128.76,30,2.5,Seram  
-8.42,110.49,27,2.7,Java  
-3.06,128.82,11,2.9,Seram  
-1.54,120.14,10,2.6,Sulawesi  
-3.6,121.8,10,3.0,Sulawesi  
-7.79,117.22,29,2.9,Bali Sea 
-6.38,130.19,134,3.9,Banda Sea 
4.95,125.49,167,4.9,Talaud Islands  
-9.43,125.02,10,3.1,Timor Region 
-2.97,128.28,15,3.7,Ceram Sea 
1.74,127.24,117,4.6,Halmahera  
-2.53,128.89,10,2.8,Ceram Sea 
-2.62,128.83,10,3.9,Ceram Sea 
-6.38,103.52,10,3.7,Southwest of Sumatra  
-1.57,120.15,10,4.9,Sulawesi  
5.79,95.22,12,2.9,Northern Sumatra  
0.21,100.01,10,3.1,Northern Sumatra  
1.54,128.62,14,3.6,Halmahera  
4.87,96.06,12,2.5,Northern Sumatra  
5.84,95.25,12,3.6,Northern Sumatra  
-3.69,131.65,10,3.4,Irian Jaya Region  
-0.2,123.72,89,3.2,Minahassa Peninsula Sulawesi 
-1.87,122.56,10,3.8,Sulawesi  
5.68,95.21,10,3.1,Northern Sumatra  
1.38,96.9,12,4.4,Off West Coast of Northern Sumatra 
5.73,95.21,10,3.1,Northern Sumatra  
-2.55,128.9,10,3.3,Ceram Sea 
-1.58,120.16,10,2.6,Sulawesi  
-2.57,128.9,10,4.4,Ceram Sea 
-1.57,120.15,10,4.8,Sulawesi  
-1.56,120.15,10,3.8,Sulawesi  
-8.73,118.86,10,2.3,Sumbawa Region  
3.78,126.36,22,3.4,Talaud Islands  
4.9,96.01,10,3.1,Northern Sumatra  
5.71,95.48,10,3.8,Northern Sumatra  
-8.05,110.67,52,2.2,Java  
-1.56,120.17,10,2.6,Sulawesi  
-1.57,120.15,10,2.7,Sulawesi  
-7.65,128.72,25,4.7,Banda Sea 
-1.55,120.15,10,4.5,Sulawesi  
3.89,126.7,10,3.2,Talaud Islands  
-2.81,128.7,10,3.1,Ceram Sea 
-2.85,128.7,10,2.8,Ceram Sea 
-3.8,138.0,14,3.1,Irian Jaya  
-3.52,119.73,10,2.6,Sulawesi  
-1.58,120.16,10,2.3,Sulawesi  
5.13,127.3,138,4.1,Philippine Islands Region 
3.62,126.59,10,3.0,Talaud Islands  
-7.74,107.27,32,2.4,Java  
5.07,96.29,10,2.5,Northern Sumatra  
-2.44,121.23,10,3.0,Sulawesi  
5.19,94.21,50,5.2,Northern Sumatra  
-4.14,135.82,10,4.0,Irian Jaya Region  
-8.24,115.81,236,2.8,Bali Region  
2.59,97.04,10,2.3,Northern Sumatra  
-8.96,124.07,64,2.9,Timor Region 
-9.38,118.44,35,2.4,Sumbawa Region  
-8.86,119.03,80,2.5,Flores Region  
-2.84,129.83,10,3.2,Seram  
-9.12,118.65,10,2.4,Sumbawa Region  
-8.85,116.18,94,2.4,Sumbawa Region  
-9.87,119.62,10,2.7,Sumba Region  
-10.88,121.56,10,2.9,Savu Sea 
-7.48,120.44,504,3.3,Flores Sea 
-7.3,112.49,10,3.1,Java  
1.11,125.32,10,3.0,Northern Molucca Sea 
-0.85,128.15,15,2.8,Halmahera  
-8.69,118.48,10,3.0,Sumbawa Region  
5.49,94.75,33,2.9,Northern Sumatra  
4.55,124.39,422,4.2,Celebes Sea 
-10.58,116.78,10,3.0,South of Sumbawa  
-9.21,114.12,10,2.6,South of Bali  
-3.31,128.81,38,3.0,Seram  
-8.79,120.21,40,2.2,Flores Region  
1.47,126.24,45,3.1,Northern Molucca Sea 
-2.92,119.54,10,2.2,Sulawesi  
-0.27,100.23,10,2.4,Southern Sumatra  
-0.05,123.14,141,3.3,Minahassa Peninsula Sulawesi 
-9.76,107.24,10,3.5,South of Java  
-2.76,122.37,14,3.2,Sulawesi  
-7.8,117.29,16,3.1,Bali Sea 
-1.44,133.88,10,2.8,Irian Jaya Region  
-7.46,107.51,47,2.6,Java  
-9.42,116.71,21,2.6,Sumbawa Region  
-5.49,104.03,48,3.4,Southern Sumatra  
-8.57,111.96,77,3.6,Java  
0.35,121.53,141,2.5,Minahassa Peninsula Sulawesi 
-8.31,117.85,247,2.5,Sumbawa Region  
2.15,98.24,48,2.2,Northern Sumatra  
-1.95,122.47,10,3.6,Sulawesi  
-6.99,107.09,17,2.2,Java  
-8.47,120.54,10,3.4,Flores Region  
-9.05,119.03,62,2.7,Sumba Region  
-7.3,131.65,99,4.8,Tanimbar Islands Reg.  
-9.37,114.06,50,5.2,South of Bali  
-8.45,120.52,10,3.4,Flores Region  
0.7,122.9,10,2.0,Minahassa Peninsula Sulawesi 
-8.24,116.2,14,2.6,Sumbawa Region  
2.15,126.68,10,3.7,Northern Molucca Sea 
-7.97,107.0,12,3.1,Java  
1.57,95.15,27,4.4,Off West Coast of Northern Sumatra 
-7.5,107.38,10,3.1,Java  
-1.6,134.4,10,3.7,Irian Jaya Region  
-3.51,119.71,10,3.3,Sulawesi  
-1.54,134.43,10,4.6,Irian Jaya Region  
-9.2,121.67,40,3.9,Savu Sea 
-7.81,120.05,12,2.8,Flores Sea 
3.0,98.52,10,3.0,Northern Sumatra  
-3.37,131.25,13,2.9,Irian Jaya Region  
-2.2,100.86,18,3.9,Southern Sumatra  
-8.63,115.58,24,2.9,Bali Region  
-6.25,103.77,10,3.1,Southwest of Sumatra  
-1.6,134.37,10,3.5,Irian Jaya Region  
-1.58,134.39,10,4.8,Irian Jaya Region  
1.04,126.12,10,3.5,Northern Molucca Sea 
2.39,127.35,26,3.2,Northern Molucca Sea 
-4.86,103.97,10,3.1,Southern Sumatra  
-7.8,106.93,10,3.8,Java  
2.37,126.84,10,4.7,Northern Molucca Sea 
-7.66,105.93,10,3.3,Java  
2.98,98.53,10,2.5,Northern Sumatra  
-9.71,119.15,10,3.3,Sumba Region  
-7.85,120.76,21,3.0,Flores Sea 
-9.0,118.95,73,4.2,Sumbawa Region  
-7.46,128.64,10,3.8,Banda Sea 
-7.26,129.51,192,4.6,Banda Sea 
-0.61,134.64,16,4.3,Irian Jaya Region  
1.23,98.98,82,2.7,Northern Sumatra  
-3.41,128.29,10,3.3,Seram  
5.39,94.28,10,3.2,Northern Sumatra  
-3.87,128.97,10,3.8,Seram  
-4.16,133.84,10,4.2,Irian Jaya Region  
1.76,96.93,11,4.6,Off West Coast of Northern Sumatra 
-4.65,102.65,32,3.5,Southern Sumatra  
-5.29,129.93,215,4.1,Banda Sea 
-2.72,127.95,10,3.1,Ceram Sea 
-2.79,121.04,10,2.1,Sulawesi  
-6.19,130.17,169,3.6,Banda Sea 
-1.56,134.4,10,3.6,Irian Jaya Region  
-2.91,119.44,10,3.0,Sulawesi  
-0.07,123.12,130,3.0,Minahassa Peninsula Sulawesi 
1.23,98.8,33,3.3,Northern Sumatra  
1.42,127.05,18,3.3,Halmahera  
-8.3,119.64,163,3.4,Flores Region  
5.73,95.23,10,3.4,Northern Sumatra  
0.16,96.56,10,4.1,Off West Coast of Northern Sumatra 
-5.05,132.0,67,4.8,Aru Islands Region  
-7.03,127.89,270,4.4,Banda Sea 
0.41,126.06,10,3.6,Northern Molucca Sea 
-3.71,127.37,10,3.0,Seram  
-0.21,122.91,74,4.2,Minahassa Peninsula Sulawesi 
-7.62,129.01,18,4.5,Banda Sea 
-8.7,113.55,83,3.4,Java  
0.76,125.81,10,3.1,Northern Molucca Sea 
0.33,96.63,10,3.8,Off West Coast of Northern Sumatra 
-1.6,134.34,10,3.2,Irian Jaya Region  
-7.15,122.58,24,2.9,Flores Sea 
-5.89,104.75,50,2.8,Southern Sumatra  
-8.29,119.85,167,3.3,Flores Region  
-9.15,123.99,72,3.8,Timor Region 
-1.61,134.37,13,3.6,Irian Jaya Region  
-1.59,134.25,10,4.3,Irian Jaya Region  
-8.08,107.46,31,2.9,Java  
-7.75,106.91,58,5.0,Java  
-9.67,117.53,11,3.9,Sumbawa Region  
-1.6,134.35,10,4.6,Irian Jaya Region  
-4.48,101.98,10,3.5,Southern Sumatra  
0.3,121.81,194,3.5,Minahassa Peninsula Sulawesi 
-0.99,97.96,11,3.6,Southwest of Sumatra  
1.38,125.67,10,3.4,Northern Molucca Sea 
-8.75,110.28,10,4.7,Java  
-0.04,96.79,10,4.2,Southwest of Sumatra  
0.22,96.65,10,4.0,Off West Coast of Northern Sumatra 
2.93,98.52,10,2.2,Northern Sumatra  
-7.73,107.36,17,3.5,Java  
-1.59,119.42,10,4.1,Sulawesi  
4.77,94.64,11,3.3,Off West Coast of Northern Sumatra 
2.97,98.53,10,2.5,Northern Sumatra  
-0.22,125.19,10,3.8,Southern Molucca Sea 
-0.95,121.45,10,3.0,Minahassa Peninsula Sulawesi 
2.3,125.78,117,3.6,Talaud Islands  
-3.29,131.2,18,3.4,Irian Jaya Region  
0.3,125.97,10,3.5,Northern Molucca Sea 
-0.12,123.31,105,2.6,Minahassa Peninsula Sulawesi 
-9.55,120.16,59,2.8,Sumba Region  
2.05,99.27,145,2.8,Northern Sumatra  
2.41,95.69,10,4.0,Off West Coast of Northern Sumatra 
-7.11,129.35,187,4.4,Banda Sea 
-7.9,118.88,30,3.4,Flores Sea 
2.44,98.99,18,2.3,Northern Sumatra  
-7.22,114.51,10,3.1,Bali Sea 
-9.3,123.7,38,3.0,Timor Region 
-8.9,112.45,39,3.6,Java  
-3.83,122.73,10,3.7,Sulawesi  
0.63,121.21,69,4.0,Minahassa Peninsula Sulawesi 
-3.73,122.71,21,3.0,Sulawesi  
-6.61,104.73,10,3.4,Sunda Strait  
-2.05,128.03,16,4.2,Ceram Sea 
-9.61,117.5,19,3.2,Sumbawa Region  
0.22,100.04,10,2.7,Northern Sumatra  
3.28,97.25,26,2.8,Northern Sumatra  
0.14,96.7,15,3.6,Off West Coast of Northern Sumatra 
2.6,125.83,10,3.6,Talaud Islands  
-0.1,122.82,111,2.7,Minahassa Peninsula Sulawesi 
-8.08,120.63,10,3.6,Flores Region  
-9.36,120.94,21,3.9,Sumba Region  
-1.49,134.54,42,2.7,Irian Jaya Region  
0.16,121.93,159,2.3,Minahassa Peninsula Sulawesi 
-8.17,120.63,16,4.8,Flores Region  
-0.44,124.08,38,3.5,Southern Molucca Sea 
-8.26,116.04,19,4.1,Sumbawa Region  
0.21,127.1,113,3.9,Halmahera  
-2.32,120.88,10,2.6,Sulawesi  
-1.54,134.43,10,4.2,Irian Jaya Region  
-9.98,118.78,10,3.9,Sumbawa Region  
-8.59,120.54,10,3.3,Flores Region  
-4.55,130.26,79,3.8,Banda Sea 
-1.57,134.41,12,3.6,Irian Jaya Region  
-2.58,100.19,27,3.3,Southern Sumatra  
0.34,122.37,111,4.7,Minahassa Peninsula Sulawesi 
1.01,119.91,10,4.3,Celebes Sea 
1.09,119.78,12,4.2,Celebes Sea 
3.11,98.53,10,2.5,Northern Sumatra  
-8.97,110.6,10,3.0,Java  
-8.04,106.8,24,3.4,South of Java  
-3.55,126.75,36,3.0,Buru  
-1.63,134.38,13,3.8,Irian Jaya Region  
-1.66,134.41,10,4.9,Irian Jaya Region  
0.99,126.12,26,3.9,Northern Molucca Sea 
-9.0,111.32,10,3.5,South of Java  
0.03,96.38,68,4.1,Off West Coast of Northern Sumatra 
0.11,96.43,10,4.4,Off West Coast of Northern Sumatra 
-5.4,141.72,88,4.4,New Guinea Papua New Guinea 
-6.09,129.39,273,4.1,Banda Sea 
-1.86,128.25,10,4.7,Halmahera  
-8.32,119.9,153,2.5,Flores Region  
-8.68,120.57,10,2.8,Flores Region  
-8.58,120.52,10,2.4,Flores Region  
-8.67,120.54,10,3.5,Flores Region  
1.57,125.82,10,3.7,Northern Molucca Sea 
-9.43,120.23,40,3.3,Sumba Region  
-1.6,134.4,11,4.0,Irian Jaya Region  
-0.27,122.68,17,4.1,Minahassa Peninsula Sulawesi 
-0.21,122.77,79,3.8,Minahassa Peninsula Sulawesi 
-1.85,137.43,10,3.4,Near North Coast of Irian Jaya 
-3.07,101.24,10,3.1,Southern Sumatra  
-4.92,104.0,10,2.9,Southern Sumatra  
-1.0,100.3,10,3.2,Southern Sumatra  
0.15,96.68,25,4.1,Off West Coast of Northern Sumatra 
-4.2,129.71,107,4.8,Banda Sea 
-7.3,107.68,10,3.0,Java  
-7.49,107.38,10,2.9,Java  
-6.2,130.39,191,3.9,Banda Sea 
-6.25,104.22,26,3.4,Sunda Strait  
-8.38,121.06,178,2.4,Flores Region  
-2.97,141.46,10,3.7,Near N. Coast of New Guinea PNG. 
-3.02,141.49,10,4.5,New Guinea Papua New Guinea 
-8.81,118.36,88,2.3,Sumbawa Region  
-9.25,119.38,36,2.5,Sumba Region  
2.17,128.5,10,3.4,Halmahera  
0.45,99.19,10,3.4,Northern Sumatra  
-2.02,123.01,22,3.3,Sulawesi  
-7.65,120.38,25,3.2,Flores Sea 
-8.96,124.08,54,3.3,Timor Region 
-2.93,127.94,16,3.4,Ceram Sea 
3.66,126.33,51,3.9,Talaud Islands  
3.49,126.39,20,3.8,Talaud Islands  
-8.3,116.7,10,2.1,Sumbawa Region  
0.01,129.21,10,3.7,Halmahera  
2.53,98.82,10,2.4,Northern Sumatra  
-8.13,120.03,162,2.2,Flores Region  
-5.37,103.88,61,2.3,Southern Sumatra  
-8.77,116.31,97,2.4,Sumbawa Region  
-9.22,112.92,20,3.3,South of Java  
-6.88,126.93,422,4.1,Banda Sea 
-3.4,135.44,18,3.5,Irian Jaya Region  
0.44,120.06,10,2.9,Minahassa Peninsula Sulawesi 
-0.22,122.88,78,2.5,Minahassa Peninsula Sulawesi 
-9.01,123.99,41,2.8,Timor Region 
-8.31,116.01,12,2.5,Sumbawa Region  
-4.47,102.03,16,4.7,Southern Sumatra  
-6.26,105.86,145,3.5,Sunda Strait  
-6.28,105.84,160,3.7,Sunda Strait  
-2.67,119.28,10,2.5,Sulawesi  
-8.31,119.73,150,2.4,Flores Region  
-9.47,119.04,20,3.5,Sumba Region  
0.18,124.58,73,2.9,Minahassa Peninsula Sulawesi 
-9.15,122.58,56,2.3,Savu Sea 
3.02,126.68,10,3.6,Talaud Islands  
-7.84,118.45,10,2.7,Flores Sea 
-9.42,118.84,42,2.7,Sumbawa Region  
3.19,126.72,35,4.2,Talaud Islands  
-9.32,113.97,10,2.9,South of Java  
-9.08,112.92,10,3.1,South of Java  
-9.35,114.08,10,2.5,South of Bali  
3.61,96.79,10,2.9,Northern Sumatra  
-2.84,130.37,10,3.3,Seram  
3.01,125.7,138,3.8,Talaud Islands  
-9.03,118.93,125,2.5,Sumbawa Region  
-2.94,127.93,10,4.1,Ceram Sea 
-7.82,117.37,18,2.6,Bali Sea 
-9.09,117.16,10,2.3,Sumbawa Region  
1.67,126.34,10,3.6,Northern Molucca Sea 
-10.3,116.38,10,3.4,South of Sumbawa  
-2.34,119.25,10,3.5,Sulawesi  
-2.78,129.42,14,3.0,Seram  
-7.72,126.38,207,3.3,Banda Sea 
-5.75,102.6,10,3.1,Southern Sumatra  
1.8,127.19,37,3.0,Halmahera  
1.86,128.57,11,3.4,Halmahera  
-3.1,141.39,10,4.8,New Guinea Papua New Guinea 
-6.64,107.8,10,3.3,Java  
-7.34,127.53,10,4.1,Banda Sea 
0.05,98.5,14,3.8,Northern Sumatra  
-8.3,121.38,10,3.4,Flores Region  
-8.27,107.32,10,3.3,Java  
-5.58,101.62,10,4.3,Southwest of Sumatra  
3.29,125.93,13,4.9,Talaud Islands  
-6.87,129.96,170,4.6,Banda Sea 
-4.74,129.54,198,4.3,Banda Sea 
-8.5,117.1,10,2.6,Sumbawa Region  
-0.06,123.33,134,3.9,Minahassa Peninsula Sulawesi 
-8.49,116.8,20,2.6,Sumbawa Region  
-8.74,124.34,92,2.5,Timor Region 
-0.18,122.91,88,3.7,Minahassa Peninsula Sulawesi 
-8.96,110.7,10,4.0,Java  
-8.32,109.02,29,3.3,Java  
-3.22,130.57,10,4.0,Seram  
0.3,121.51,14,2.5,Minahassa Peninsula Sulawesi 
-5.84,103.98,10,3.3,Southern Sumatra  
-5.58,101.62,33,4.0,Southwest of Sumatra  
-9.8,107.58,10,3.6,South of Java  
1.04,126.86,22,3.0,Northern Molucca Sea 
3.98,125.93,10,4.2,Talaud Islands  
-4.91,103.95,10,2.7,Southern Sumatra  
2.07,125.69,79,4.4,Talaud Islands  
-8.25,122.06,18,2.8,Flores Region  
-4.84,102.89,28,3.9,Southern Sumatra  
3.28,125.45,10,3.4,Talaud Islands  
2.41,127.28,55,3.3,Northern Molucca Sea 
-8.77,125.06,10,2.2,Timor Region 
-3.42,121.96,10,2.2,Sulawesi  
-3.67,102.49,91,4.2,Southern Sumatra  
0.16,96.71,11,3.4,Off West Coast of Northern Sumatra 
-7.75,107.28,34,3.2,Java  
-0.53,126.95,10,3.1,Southern Molucca Sea 
-0.83,123.22,13,2.9,Minahassa Peninsula Sulawesi 
2.42,98.87,10,2.1,Northern Sumatra  
-8.39,117.8,205,3.4,Sumbawa Region  
0.3,97.13,17,3.8,Northern Sumatra  
0.93,126.94,13,2.9,Northern Molucca Sea 
0.21,96.57,10,3.5,Off West Coast of Northern Sumatra 
-6.57,102.58,10,4.0,Southwest of Sumatra  
-6.87,114.54,10,3.6,Bali Sea 
-7.84,118.51,12,3.3,Flores Sea 
-5.11,104.61,114,3.0,Southern Sumatra  
0.63,122.29,92,3.7,Minahassa Peninsula Sulawesi 
-0.33,127.0,10,3.4,Halmahera  
-9.46,117.48,17,3.1,Sumbawa Region  
-9.1,124.0,60,2.5,Timor Region 
0.06,96.39,10,3.7,Off West Coast of Northern Sumatra 
-3.85,130.24,10,3.1,Seram  
-8.39,119.81,25,3.1,Flores Region  
1.79,126.43,22,3.2,Northern Molucca Sea 
1.74,127.31,106,4.9,Halmahera  
4.51,96.42,10,3.3,Northern Sumatra  
-3.79,140.44,50,4.7,Irian Jaya  
-2.13,121.12,10,2.6,Sulawesi  
-9.46,115.56,32,3.5,South of Bali  
-7.75,106.57,20,3.8,Java  
-8.93,124.22,50,3.0,Timor Region 
2.18,126.75,10,3.8,Northern Molucca Sea 
-6.33,104.68,11,4.3,Sunda Strait  
5.07,95.88,10,2.5,Northern Sumatra  
-8.46,118.09,27,2.5,Sumbawa Region  
-2.76,129.74,10,3.4,Seram  
0.16,96.58,10,3.9,Off West Coast of Northern Sumatra 
0.29,96.59,10,3.7,Off West Coast of Northern Sumatra 
-6.19,130.4,139,4.8,Banda Sea 
0.17,96.48,16,6.1,Off West Coast of Northern Sumatra 
-2.68,126.62,10,3.5,Ceram Sea 
-9.62,115.57,21,3.0,South of Bali  
-3.99,122.57,10,3.0,Sulawesi  
-0.83,123.12,10,3.8,Minahassa Peninsula Sulawesi 
-8.44,124.75,10,3.6,Timor Region 
-0.29,122.28,30,3.2,Minahassa Peninsula Sulawesi 
-2.6,121.11,14,2.7,Sulawesi  
-1.54,120.04,10,2.9,Sulawesi  
-4.85,104.0,10,2.3,Southern Sumatra  
-9.37,119.36,14,2.8,Sumba Region  
-8.63,115.6,32,2.2,Bali Region  
-0.16,98.55,34,3.5,Southern Sumatra  
0.84,126.31,10,4.8,Northern Molucca Sea 
-7.99,127.86,96,5.6,Banda Sea 
-8.85,115.57,81,2.5,Bali Region  
-1.03,119.89,10,2.9,Sulawesi  
-9.49,118.91,10,2.5,Sumbawa Region  
-7.8,105.95,10,3.1,Java  
-4.36,102.15,19,3.7,Southern Sumatra  
-6.96,126.88,393,4.3,Banda Sea 
-3.39,128.33,12,3.3,Seram  
-4.81,129.91,193,4.5,Banda Sea 
-7.4,129.5,164,4.8,Banda Sea 
0.25,127.11,106,4.2,Halmahera  
-1.61,134.44,10,3.6,Irian Jaya Region  
1.69,99.51,174,3.7,Northern Sumatra  
-2.22,127.9,22,3.4,Ceram Sea 
3.73,124.47,333,4.1,Celebes Sea 
1.97,127.46,123,4.5,Halmahera  
3.54,122.72,542,4.4,Celebes Sea 
-5.38,129.08,250,5.0,Banda Sea 
-8.84,112.42,30,2.8,Java  
-5.95,105.17,10,2.8,Sunda Strait  
4.97,96.09,10,3.8,Northern Sumatra  
2.63,98.8,10,3.3,Northern Sumatra  
0.54,120.49,10,3.3,Minahassa Peninsula Sulawesi 
-8.88,119.04,77,3.4,Flores Region  
-2.62,129.49,10,3.1,Seram  
-0.14,123.39,117,3.3,Minahassa Peninsula Sulawesi 
-2.36,127.79,26,3.6,Ceram Sea 
-9.51,113.99,10,3.4,South of Java  
-9.52,118.4,31,3.2,Sumbawa Region  
-7.37,114.5,12,3.0,Bali Sea 
-9.24,112.79,28,3.3,South of Java  
1.87,126.54,21,4.8,Northern Molucca Sea 
-8.05,107.63,48,3.8,Java  
-2.42,128.65,13,3.3,Ceram Sea 
-2.73,127.96,10,2.7,Ceram Sea 
-8.99,109.9,14,2.9,Java  
-4.23,141.78,120,4.8,New Guinea Papua New Guinea 
-8.05,117.11,309,3.2,Sumbawa Region  
-1.19,101.3,161,3.0,Southern Sumatra  
-8.69,122.45,116,3.6,Flores Region  
-2.73,139.43,85,4.5,Near North Coast of Irian Jaya 
-0.08,123.38,85,3.8,Minahassa Peninsula Sulawesi 
-2.82,122.22,10,3.1,Sulawesi  
1.0,126.96,13,3.8,Northern Molucca Sea 
4.82,96.11,10,4.1,Northern Sumatra  
1.67,127.35,120,3.9,Halmahera  
-8.24,118.71,165,3.6,Sumbawa Region  
-8.44,116.94,12,3.1,Sumbawa Region  
-3.47,140.32,10,3.5,Irian Jaya  
-4.73,133.96,11,4.6,Irian Jaya Region  
4.38,127.32,10,4.4,Talaud Islands  
-1.8,122.6,10,3.6,Sulawesi  
-4.94,129.69,212,4.5,Banda Sea 
-8.44,117.15,15,2.9,Sumbawa Region  
5.04,95.4,92,5.4,Northern Sumatra  
3.66,126.84,48,5.5,Talaud Islands  
-0.1,122.99,137,3.2,Minahassa Peninsula Sulawesi 
-5.54,129.57,208,4.3,Banda Sea 
-7.19,129.64,183,4.5,Banda Sea 
-10.27,117.01,10,3.6,South of Sumbawa  
-8.52,108.54,10,4.0,Java  
2.12,126.72,10,3.8,Northern Molucca Sea 
-3.41,126.92,10,3.1,Buru  
-10.12,116.94,10,3.2,South of Sumbawa  
-10.57,116.95,10,5.5,South of Sumbawa  
-10.17,117.1,10,4.4,South of Sumbawa  
1.67,96.31,10,3.8,Off West Coast of Northern Sumatra 
-8.41,116.03,18,2.9,Sumbawa Region  
1.34,98.95,84,2.5,Northern Sumatra  
-2.8,126.91,10,2.8,Ceram Sea 
-8.45,117.16,12,2.2,Sumbawa Region  
-3.2,121.21,10,3.5,Sulawesi  
-6.07,130.5,119,4.6,Banda Sea 
4.89,94.81,17,3.0,Off West Coast of Northern Sumatra 
-8.41,117.13,19,2.4,Sumbawa Region  
-7.87,107.02,11,2.8,Java  
2.37,124.81,246,4.2,Celebes Sea 
-1.6,120.31,10,2.7,Sulawesi  
-0.08,128.97,10,3.3,Halmahera  
0.41,123.01,100,3.1,Minahassa Peninsula Sulawesi 
1.21,125.91,10,3.8,Northern Molucca Sea 
-7.23,107.7,10,2.4,Java  
-8.3,115.53,10,2.8,Bali Region  
-9.78,117.17,10,2.7,Sumbawa Region  
-10.05,117.01,10,2.8,South of Sumbawa  
-10.6,116.92,41,5.5,South of Sumbawa  
-7.95,107.11,14,2.9,Java  
-4.9,102.96,44,3.2,Southern Sumatra  
-8.56,110.63,10,3.6,Java  
2.56,98.85,10,2.9,Northern Sumatra  
-7.49,126.77,289,4.2,Banda Sea 
-3.66,128.69,120,3.0,Seram  
0.41,121.34,36,3.9,Minahassa Peninsula Sulawesi 
4.06,127.94,79,4.5,Talaud Islands  
2.45,98.93,10,2.4,Northern Sumatra  
-7.95,106.89,10,3.0,Java  
0.61,122.25,88,3.3,Minahassa Peninsula Sulawesi 
1.08,99.6,10,3.4,Northern Sumatra  
2.47,98.92,10,2.6,Northern Sumatra  
0.23,96.73,20,3.2,Off West Coast of Northern Sumatra 
1.08,99.58,10,3.7,Northern Sumatra  
-5.18,118.52,10,2.8,Sulawesi  
-2.62,128.98,10,3.0,Ceram Sea 
-2.76,127.26,10,3.1,Ceram Sea 
2.39,96.06,10,3.6,Northern Sumatra  
-0.13,123.72,99,3.8,Minahassa Peninsula Sulawesi 
-4.45,129.56,145,3.4,Banda Sea 
0.16,96.66,15,5.5,Off West Coast of Northern Sumatra 
-6.25,130.38,123,4.5,Banda Sea 
-0.24,132.9,10,3.8,Irian Jaya Region  
-8.39,107.96,12,3.1,Java  
-7.37,105.91,44,4.9,Java  
1.06,99.58,10,3.6,Northern Sumatra  
